       5143.9165        4665.6870 GOOD ThI
#       5145.0381        711.44952 GOOD ThII
       5145.3081        2039.9496 GOOD ArII
#       5146.0557        325.93491 GOOD ThI
#       5147.1348        126.55821 GOOD ThI
       5148.2114        884.16223 GOOD ThII
       5149.2070        351.24139 GOOD ThI
#       5149.8081        122.72081 GOOD ThI
#       5150.7002        239.94617 GOOD ThI
##       5151.6118        11181.514 GOOD ThI
#       5153.5171        68.298782 GOOD ThII
       5154.2432        12763.117 GOOD ThI
#       5154.8984        160.09737 GOOD ThII
#       5157.4258        121.42316 GOOD ThI
       5158.6040        28844.035 GOOD ThI
#       5159.4536        162.85156 GOOD ThI
##       5159.6201        593.98535 GOOD ThI
##       5160.7           1000.0 GOOD Unk
       5161.5396        3395.8079 GOOD ThI
       5162.2847        952.85864 GOOD ArI
       5163.4585        6061.7949 GOOD ThI
#       5164.4014        267.44897 GOOD ThI
       5165.7729        407.56104 GOOD ArII
#       5166.6553        275.16309 GOOD ThI
#       5168.5864        497.41330 GOOD ThI
       5168.9224        637.14319 GOOD ThI
#       5170.2227        199.70010 GOOD ThII
#       5172.4785        88.286613 GOOD ThI
#       5172.6890        60.010342 GOOD Th
#       5172.9175        56.902992 GOOD ThII
       5173.6714        852.30939 GOOD ThI
#       5174.3701        319.46548 GOOD ThI
#       5174.7988        508.21021 GOOD Th
       5175.3247        1320.7065 GOOD ThI
#       5175.9116        511.51053 GOOD ThI
#       5176.2290        286.73096 GOOD ArII
##       5176.4038        846.59528 GOOD ThI
       5176.9609        7335.2002 GOOD ThI
#       5177.6226        980.59442 GOOD ThI
#       5178.4800        261.08151 GOOD ThI
###       5179.1440        53.093647 GOOD ThI
###       5180.7207        175.44768 GOOD ThI
#       5182.5269        907.15753 GOOD ThII
#       5183.0898        480.18054 GOOD ThI
#       5183.3408        274.40494 GOOD ThI
#       5183.6045        138.60762 GOOD Th
       5183.9897        1160.6698 GOOD ThII
#       5184.4536        1309.5626 GOOD ThI
#       5184.7314        325.76242 GOOD ThII
#       5185.2041        299.50485 GOOD ThI
       5186.4131        1348.8568 GOOD ThI
#       5187.1675        581.81250 GOOD ThI
       5187.3374        4601.9912 GOOD ThI
       5187.7461        2354.8337 GOOD ArI
#       5188.3657        383.49469 GOOD ThII
#       5188.8433        370.50192 GOOD Th
#       5189.6772        237.66515 GOOD ThII
       5190.8721        1647.8688 GOOD ThII
#       5193.8257        2129.9641 GOOD ThII
       5194.4575        5454.9648 GOOD ThI
       5195.8135        16150.477 GOOD ThI
#       5197.2358        624.59265 GOOD ThI
       5198.7998        8976.2900 GOOD ThI
       5199.1636        29830.613 GOOD ThI
#       5202.0088        660.72296 GOOD ThI
       5203.8477        931.40479 GOOD Th
       5205.1523        2242.2407 GOOD ThI
#       5205.7788        613.37323 GOOD ThII
#       5206.4956        1697.3362 GOOD ThII
#       5206.6626        661.20154 GOOD ThII
#       5206.7993        353.61798 GOOD ThI
#       5207.8013        577.73132 GOOD ThI
       5209.7246        4954.8276 GOOD ThI
       5211.2305        21907.021 GOOD ThI
       5213.3491        6731.4150 GOOD ThI
#       5214.1611        338.98541 GOOD ThII
#       5216.5967        3390.9333 GOOD ThII
#       5216.8140        375.20737 GOOD ArII
       5218.5273        1040.7655 GOOD ThII
       5219.1099        12684.590 GOOD ThI
#       5220.3086        99.686600 GOOD Th
#       5220.7070        949.72211 GOOD ThI
#       5220.9263        1718.4541 GOOD ThI
#       5221.2710        808.10815 GOOD ArI
#       5221.862481      1000  GOOD ArII
#       5222.2627        120.51203 GOOD ThI
#       5222.7661        76.363144 GOOD ThI
#       5224.1226        101.19949 GOOD ThII
